ID,County,State,Median Price
WV - Kanawha County,Kanawha County,WV,143090
VA - Buena Vista city,Buena Vista city,VA,143090
OH - Fayette County,Fayette County,OH,142870
GA - Heard County,Heard County,GA,142750
NY - Fulton County,Fulton County,NY,142720
MN - Red Lake County,Red Lake County,MN,142720
MN - Yellow Medicine County,Yellow Medicine County,MN,142720
ME - Washington County,Washington County,ME,142710
MO - Ozark County,Ozark County,MO,142630
NC - Graham County,Graham County,NC,142600
OH - Sandusky County,Sandusky County,OH,142530
TN - Gibson County,Gibson County,TN,142510
NE - Cherry County,Cherry County,NE,142450
MO - Lawrence County,Lawrence County,MO,142400
WI - Ashland County,Ashland County,WI,142300
OR - Gilliam County,Gilliam County,OR,142270
OK - Texas County,Texas County,OK,142260
MO - Laclede County,Laclede County,MO,142160
AR - Clark County,Clark County,AR,142140
AR - Jefferson County,Jefferson County,AR,141950
MN - Jackson County,Jackson County,MN,141920
NE - Dawson County,Dawson County,NE,141870
NY - Steuben County,Steuben County,NY,141800
OH - Belmont County,Belmont County,OH,141730
WV - Raleigh County,Raleigh County,WV,141720
NM - Torrance County,Torrance County,NM,141650
PA - Greene County,Greene County,PA,141480
MO - Howell County,Howell County,MO,141460
MO - Livingston County,Livingston County,MO,141460
IA - O'Brien County,O'Brien County,IA,141450
GA - Sumter County,Sumter County,GA,141410
SD - Day County,Day County,SD,141400
PA - Armstrong County,Armstrong County,PA,141390
TX - Houston County,Houston County,TX,141350
CO - Baca County,Baca County,CO,141340
NM - Otero County,Otero County,NM,141280
KY - Grayson County,Grayson County,KY,141230
OK - Noble County,Noble County,OK,141220
OK - Carter County,Carter County,OK,141110
NY - Tioga County,Tioga County,NY,141030
OH - Trumbull County,Trumbull County,OH,140970
NM - Colfax County,Colfax County,NM,140950
FL - Putnam County,Putnam County,FL,140910
LA - St. Martin Parish,St. Martin Parish,LA,140800
WI - Rusk County,Rusk County,WI,140760
MT - Blaine County,Blaine County,MT,140750
MI - Gladwin County,Gladwin County,MI,140730
TX - Live Oak County,Live Oak County,TX,140640
MT - Carter County,Carter County,MT,140630
NM - Grant County,Grant County,NM,140610
KS - Sherman County,Sherman County,KS,140560
MO - Randolph County,Randolph County,MO,140520
WV - Marion County,Marion County,WV,140490
IN - Warren County,Warren County,IN,140440
TX - Madison County,Madison County,TX,140280
SD - Beadle County,Beadle County,SD,140230
SD - Hutchinson County,Hutchinson County,SD,140230
OK - Love County,Love County,OK,140190
TX - Gonzales County,Gonzales County,TX,140160
OK - Woods County,Woods County,OK,140080
IN - Newton County,Newton County,IN,139970
MI - Roscommon County,Roscommon County,MI,139900
CO - Sedgwick County,Sedgwick County,CO,139900
MN - Chippewa County,Chippewa County,MN,139850
VA - Halifax County,Halifax County,VA,139840
TN - McNairy County,McNairy County,TN,139610
KS - Meade County,Meade County,KS,139540
NC - Vance County,Vance County,NC,139520
MT - Prairie County,Prairie County,MT,139310
PA - Indiana County,Indiana County,PA,139310
GA - Upson County,Upson County,GA,139230
TX - Limestone County,Limestone County,TX,139200
SC - Clarendon County,Clarendon County,SC,139120
TN - Fentress County,Fentress County,TN,139110
TN - Henry County,Henry County,TN,139110
LA - Vernon Parish,Vernon Parish,LA,139040
IA - Cherokee County,Cherokee County,IA,139030
MO - Madison County,Madison County,MO,139000
FL - DeSoto County,DeSoto County,FL,138940
IN - Wayne County,Wayne County,IN,138830
IL - Washington County,Washington County,IL,138720
TX - Navarro County,Navarro County,TX,138600
IN - Fulton County,Fulton County,IN,138590
TX - Atascosa County,Atascosa County,TX,138580
MT - Sheridan County,Sheridan County,MT,138350
WV - Monroe County,Monroe County,WV,138250
KY - Johnson County,Johnson County,KY,138190
PA - Fayette County,Fayette County,PA,138170
NM - Sierra County,Sierra County,NM,138130
VA - Petersburg city,Petersburg city,VA,138130
VA - Patrick County,Patrick County,VA,138090
NE - Perkins County,Perkins County,NE,138070
WV - Harrison County,Harrison County,WV,138020
TX - Moore County,Moore County,TX,138000
KY - Todd County,Todd County,KY,137960
PA - Schuylkill County,Schuylkill County,PA,137930
SC - McCormick County,McCormick County,SC,137920
MI - Crawford County,Crawford County,MI,137890
IA - Des Moines County,Des Moines County,IA,137880
VA - Bland County,Bland County,VA,137860
GA - Meriwether County,Meriwether County,GA,137840
KS - Sheridan County,Sheridan County,KS,137830
OK - Muskogee County,Muskogee County,OK,137790
TX - Jackson County,Jackson County,TX,137760
OH - Gallia County,Gallia County,OH,137730
AR - Conway County,Conway County,AR,137660
AR - Montgomery County,Montgomery County,AR,137660
AL - Cleburne County,Cleburne County,AL,137590
IA - Jefferson County,Jefferson County,IA,137540
MO - Wright County,Wright County,MO,137480
TX - Clay County,Clay County,TX,137460
KS - Coffey County,Coffey County,KS,137370
IL - Johnson County,Johnson County,IL,137370
MN - Redwood County,Redwood County,MN,137330
VA - Greensville County,Greensville County,VA,137280
SC - Calhoun County,Calhoun County,SC,137220
TX - Hill County,Hill County,TX,137160
IL - Rock Island County,Rock Island County,IL,137070
MO - Butler County,Butler County,MO,137010
MI - Menominee County,Menominee County,MI,136950
TN - Haywood County,Haywood County,TN,136850
AL - Chilton County,Chilton County,AL,136850
AL - Henry County,Henry County,AL,136810
TX - Sabine County,Sabine County,TX,136810
MS - Union County,Union County,MS,136730
IN - Starke County,Starke County,IN,136640
KS - Kearny County,Kearny County,KS,136580
OK - Pittsburg County,Pittsburg County,OK,136530
IN - Perry County,Perry County,IN,136520
IA - Mahaska County,Mahaska County,IA,136500
VA - Carroll County,Carroll County,VA,136470
NE - Harlan County,Harlan County,NE,136450
PA - Mifflin County,Mifflin County,PA,136450
TX - Brown County,Brown County,TX,136450
KS - Lyon County,Lyon County,KS,136350
KY - Laurel County,Laurel County,KY,136330
TX - Val Verde County,Val Verde County,TX,136330
NV - Mineral County,Mineral County,NV,136280
MI - Houghton County,Houghton County,MI,136240
AR - Perry County,Perry County,AR,136220
NY - Franklin County,Franklin County,NY,136190
VA - Alleghany County,Alleghany County,VA,136120
SD - Clark County,Clark County,SD,136010
IL - Henry County,Henry County,IL,135980
SD - Bennett County,Bennett County,SD,135890
NE - Clay County,Clay County,NE,135650
IN - Wabash County,Wabash County,IN,135600
IA - Tama County,Tama County,IA,135580
AL - Walker County,Walker County,AL,135560
VA - Lunenburg County,Lunenburg County,VA,135540
TX - Pecos County,Pecos County,TX,135370
IA - Louisa County,Louisa County,IA,135350
OH - Pike County,Pike County,OH,135330
KY - Graves County,Graves County,KY,135280
OK - Stephens County,Stephens County,OK,135270
IA - Fremont County,Fremont County,IA,135230
OH - Adams County,Adams County,OH,135210
SC - Saluda County,Saluda County,SC,135060
IN - Scott County,Scott County,IN,134910
AL - Jackson County,Jackson County,AL,134880
NE - Valley County,Valley County,NE,134840
MI - Huron County,Huron County,MI,134820
KS - Dickinson County,Dickinson County,KS,134760
KY - McLean County,McLean County,KY,134630
AR - Arkansas County,Arkansas County,AR,134590
TN - Van Buren County,Van Buren County,TN,134580
AR - Miller County,Miller County,AR,134570
IL - Douglas County,Douglas County,IL,134560
WV - Taylor County,Taylor County,WV,134550
MI - Presque Isle County,Presque Isle County,MI,134470
MO - Bollinger County,Bollinger County,MO,134460
NE - Saline County,Saline County,NE,134380
MN - Cottonwood County,Cottonwood County,MN,134340
AL - Clarke County,Clarke County,AL,134280
WV - Lewis County,Lewis County,WV,134210
SD - Edmunds County,Edmunds County,SD,134140
KY - Greenup County,Greenup County,KY,134030
MN - Lincoln County,Lincoln County,MN,134000
IN - Jennings County,Jennings County,IN,133990
OH - Columbiana County,Columbiana County,OH,133960
TX - Karnes County,Karnes County,TX,133930
GA - Evans County,Evans County,GA,133910
SD - Roberts County,Roberts County,SD,133900
KS - Anderson County,Anderson County,KS,133850
VA - Brunswick County,Brunswick County,VA,133790
KY - Lincoln County,Lincoln County,KY,133760
MI - Dickinson County,Dickinson County,MI,133760
PA - Potter County,Potter County,PA,133710
IL - Bond County,Bond County,IL,133700
MS - Pontotoc County,Pontotoc County,MS,133640
MI - Montmorency County,Montmorency County,MI,133520
AK - Lake and Peninsula Borough,Lake and Peninsula Borough,AK,133380
AL - Dale County,Dale County,AL,133340
VA - Grayson County,Grayson County,VA,133330
NE - Custer County,Custer County,NE,133230
NE - Sioux County,Sioux County,NE,133230
MI - Tuscola County,Tuscola County,MI,132810
MN - Koochiching County,Koochiching County,MN,132740
MI - Bay County,Bay County,MI,132650
OK - Marshall County,Marshall County,OK,132630
GA - Cook County,Cook County,GA,132580
NY - Chemung County,Chemung County,NY,132470
GA - Laurens County,Laurens County,GA,132460
TN - Decatur County,Decatur County,TN,132450
VA - Scott County,Scott County,VA,132400
IA - Monroe County,Monroe County,IA,132360
OK - McIntosh County,McIntosh County,OK,132290
NM - Roosevelt County,Roosevelt County,NM,132290
MN - Mahnomen County,Mahnomen County,MN,132160
AL - Covington County,Covington County,AL,132160
AL - Tallapoosa County,Tallapoosa County,AL,132160
AR - Yell County,Yell County,AR,132120
MO - St. Clair County,St. Clair County,MO,132090
TN - Grundy County,Grundy County,TN,132070
ND - McHenry County,McHenry County,ND,132050
OH - Monroe County,Monroe County,OH,132010
MO - Daviess County,Daviess County,MO,131970
MO - Saline County,Saline County,MO,131970
MO - Caldwell County,Caldwell County,MO,131900
TX - Irion County,Irion County,TX,131860
SC - Fairfield County,Fairfield County,SC,131820
MN - Renville County,Renville County,MN,131820
LA - Grant Parish,Grant Parish,LA,131800
AL - Washington County,Washington County,AL,131800
IN - Pulaski County,Pulaski County,IN,131800
TX - Lipscomb County,Lipscomb County,TX,131780
KY - Hopkins County,Hopkins County,KY,131780
PA - Somerset County,Somerset County,PA,131760
NM - Chaves County,Chaves County,NM,131720
TX - Hidalgo County,Hidalgo County,TX,131640
MO - Scotland County,Scotland County,MO,131620
KY - Russell County,Russell County,KY,131540
MI - Alpena County,Alpena County,MI,131390
NE - Garfield County,Garfield County,NE,131380
MN - Swift County,Swift County,MN,131360
AL - DeKalb County,DeKalb County,AL,131210
PA - Clearfield County,Clearfield County,PA,131190
TN - Morgan County,Morgan County,TN,131190
TN - Perry County,Perry County,TN,131190
MO - Texas County,Texas County,MO,131150
MT - Golden Valley County,Golden Valley County,MT,131130
MS - Alcorn County,Alcorn County,MS,131120
OH - Hardin County,Hardin County,OH,130980
IA - Howard County,Howard County,IA,130980
IA - Humboldt County,Humboldt County,IA,130980
NC - Bladen County,Bladen County,NC,130760
TX - Ochiltree County,Ochiltree County,TX,130700
NE - Burt County,Burt County,NE,130690
IN - Huntington County,Huntington County,IN,130530
GA - Coffee County,Coffee County,GA,130520
SD - Potter County,Potter County,SD,130510
TX - Tyler County,Tyler County,TX,130340
TN - Crockett County,Crockett County,TN,130310
SC - Chester County,Chester County,SC,130290
TX - Maverick County,Maverick County,TX,130220
MO - Vernon County,Vernon County,MO,130220
WV - Randolph County,Randolph County,WV,130170
NY - Montgomery County,Montgomery County,NY,130110
OH - Coshocton County,Coshocton County,OH,130070
ND - Burke County,Burke County,ND,130060
MO - McDonald County,McDonald County,MO,130050
MS - Tunica County,Tunica County,MS,130010
CO - Prowers County,Prowers County,CO,129950
IA - Cass County,Cass County,IA,129940
IA - Kossuth County,Kossuth County,IA,129940
OH - Noble County,Noble County,OH,129730
IA - Worth County,Worth County,IA,129480
NC - Jones County,Jones County,NC,129400
FL - Jackson County,Jackson County,FL,129310
NE - Logan County,Logan County,NE,129310
TX - Cameron County,Cameron County,TX,129290
KY - Casey County,Casey County,KY,129210
KY - Whitley County,Whitley County,KY,129210
OK - Craig County,Craig County,OK,129200
KS - Clay County,Clay County,KS,129180
OH - Seneca County,Seneca County,OH,129160
IA - Adair County,Adair County,IA,129130
KY - Adair County,Adair County,KY,129090
OK - Major County,Major County,OK,129080
IL - Livingston County,Livingston County,IL,129060
TN - Obion County,Obion County,TN,129050
MI - Osceola County,Osceola County,MI,129030
KY - Logan County,Logan County,KY,128970
CO - Otero County,Otero County,CO,128870
MN - Pipestone County,Pipestone County,MN,128840
GA - Bleckley County,Bleckley County,GA,128830
MO - Dade County,Dade County,MO,128580
TN - Scott County,Scott County,TN,128550
IL - Pope County,Pope County,IL,128500
IL - Randolph County,Randolph County,IL,128500
MT - Wibaux County,Wibaux County,MT,128480
AL - Geneva County,Geneva County,AL,128450
OH - Van Wert County,Van Wert County,OH,128360
MO - Dent County,Dent County,MO,128340
GA - Miller County,Miller County,GA,128340
IN - Fountain County,Fountain County,IN,128340
IN - Delaware County,Delaware County,IN,128340
LA - Assumption Parish,Assumption Parish,LA,128190
NY - Seneca County,Seneca County,NY,128160
IA - Ringgold County,Ringgold County,IA,128100
NY - Herkimer County,Herkimer County,NY,127990
KS - Atchison County,Atchison County,KS,127930
AL - Escambia County,Escambia County,AL,127790
WV - Pleasants County,Pleasants County,WV,127730
AR - Johnson County,Johnson County,AR,127640
IA - Webster County,Webster County,IA,127640
TX - Jasper County,Jasper County,TX,127590
MO - Stoddard County,Stoddard County,MO,127520
IA - Palo Alto County,Palo Alto County,IA,127520
SC - Cherokee County,Cherokee County,SC,127470
OH - Williams County,Williams County,OH,127440
IN - Pike County,Pike County,IN,127420
AR - Polk County,Polk County,AR,127400
TX - Comanche County,Comanche County,TX,127350
TX - Parmer County,Parmer County,TX,127350
MS - Jones County,Jones County,MS,127340
OH - Jackson County,Jackson County,OH,127330
KY - Hancock County,Hancock County,KY,127290
GA - Dougherty County,Dougherty County,GA,127240
NE - Dundy County,Dundy County,NE,127230
NE - Frontier County,Frontier County,NE,127230
MS - Smith County,Smith County,MS,127230
FL - Calhoun County,Calhoun County,FL,127210
KY - Carroll County,Carroll County,KY,127110
OK - Blaine County,Blaine County,OK,127020
TX - Crane County,Crane County,TX,126990
MI - Ogemaw County,Ogemaw County,MI,126900
GA - Pulaski County,Pulaski County,GA,126890
MN - Kittson County,Kittson County,MN,126890
AR - Howard County,Howard County,AR,126810
KS - Haskell County,Haskell County,KS,126680
SD - Sanborn County,Sanborn County,SD,126640
AL - Franklin County,Franklin County,AL,126610
IL - Jackson County,Jackson County,IL,126590
KS - Kiowa County,Kiowa County,KS,126560
MI - Baraga County,Baraga County,MI,126550
NM - Socorro County,Socorro County,NM,126550
KY - Cumberland County,Cumberland County,KY,126520
CO - Kiowa County,Kiowa County,CO,126470
FL - Liberty County,Liberty County,FL,126470
MO - Chariton County,Chariton County,MO,126470
IN - Clay County,Clay County,IN,126400
AL - Chambers County,Chambers County,AL,126370
MS - Perry County,Perry County,MS,126350
FL - Lafayette County,Lafayette County,FL,126350
WV - Marshall County,Marshall County,WV,126270
NC - Columbus County,Columbus County,NC,126200
NC - Sampson County,Sampson County,NC,126200
SD - Tripp County,Tripp County,SD,126170
NE - McPherson County,McPherson County,NE,126080
IL - Mercer County,Mercer County,IL,126010
MS - Lauderdale County,Lauderdale County,MS,125970
LA - Washington Parish,Washington Parish,LA,125870
GA - Chattahoochee County,Chattahoochee County,GA,125860
IA - Fayette County,Fayette County,IA,125680
IA - Union County,Union County,IA,125680
TX - Callahan County,Callahan County,TX,125680
VA - Smyth County,Smyth County,VA,125660
KS - Stevens County,Stevens County,KS,125650
AR - Van Buren County,Van Buren County,AR,125640
TX - Oldham County,Oldham County,TX,125550
TN - Weakley County,Weakley County,TN,125530
IL - Iroquois County,Iroquois County,IL,125470
IN - Grant County,Grant County,IN,125460
GA - Berrien County,Berrien County,GA,125440
TX - Titus County,Titus County,TX,125430
AR - Logan County,Logan County,AR,125400
IN - Henry County,Henry County,IN,125350
AR - Columbia County,Columbia County,AR,125280
IL - Logan County,Logan County,IL,125240
NC - Anson County,Anson County,NC,125070
SC - Abbeville County,Abbeville County,SC,125070
MS - Yazoo County,Yazoo County,MS,124940
MI - Gratiot County,Gratiot County,MI,124900
KS - Logan County,Logan County,KS,124850
OK - Garvin County,Garvin County,OK,124850
GA - Pierce County,Pierce County,GA,124840
SD - Aurora County,Aurora County,SD,124770
IA - Floyd County,Floyd County,IA,124760
IN - Greene County,Greene County,IN,124750
FL - Hardee County,Hardee County,FL,124750
KY - Breckinridge County,Breckinridge County,KY,124540
SC - Darlington County,Darlington County,SC,124530
MT - Roosevelt County,Roosevelt County,MT,124510
KS - Seward County,Seward County,KS,124510
OH - Lawrence County,Lawrence County,OH,124490
PA - Jefferson County,Jefferson County,PA,124450
ND - Golden Valley County,Golden Valley County,ND,124430
IN - Orange County,Orange County,IN,124420
LA - Allen Parish,Allen Parish,LA,124320
KY - Carter County,Carter County,KY,124310
KY - Boyd County,Boyd County,KY,124270
NE - Johnson County,Johnson County,NE,124240
NE - Loup County,Loup County,NE,124240
AL - Pickens County,Pickens County,AL,124130
GA - Toombs County,Toombs County,GA,124110
AZ - La Paz County,La Paz County,AZ,124030
TN - Carroll County,Carroll County,TN,124020
AL - Winston County,Winston County,AL,124010
ND - Cavalier County,Cavalier County,ND,123980
MI - Oscoda County,Oscoda County,MI,123950
KS - Chase County,Chase County,KS,123940
KS - Ford County,Ford County,KS,123940
TX - Potter County,Potter County,TX,123900
TN - Hancock County,Hancock County,TN,123890
TN - Lake County,Lake County,TN,123890
TX - Reagan County,Reagan County,TX,123880
NY - Chenango County,Chenango County,NY,123690
IL - Morgan County,Morgan County,IL,123560
IL - De Witt County,De Witt County,IL,123330
MN - Norman County,Norman County,MN,123220
OH - Scioto County,Scioto County,OH,123210
MO - Macon County,Macon County,MO,123190
TX - Hansford County,Hansford County,TX,123160
TX - Ward County,Ward County,TX,123160
IL - Whiteside County,Whiteside County,IL,123110
OH - Paulding County,Paulding County,OH,123100
IL - Macon County,Macon County,IL,123050
IN - Knox County,Knox County,IN,123040
IA - Marshall County,Marshall County,IA,123030
MI - Arenac County,Arenac County,MI,123010
IL - Union County,Union County,IL,123000
SD - Douglas County,Douglas County,SD,122890
NY - Orleans County,Orleans County,NY,122790
MN - Lac qui Parle County,Lac qui Parle County,MN,122760
NC - Tyrrell County,Tyrrell County,NC,122620
SC - Colleton County,Colleton County,SC,122540
FL - Gadsden County,Gadsden County,FL,122500
AL - Monroe County,Monroe County,AL,122470
AR - Drew County,Drew County,AR,122450
KY - Monroe County,Monroe County,KY,122440
SD - Jerauld County,Jerauld County,SD,122420
MO - Gentry County,Gentry County,MO,122250
PA - Elk County,Elk County,PA,122160
AL - Talladega County,Talladega County,AL,122120
IL - Bureau County,Bureau County,IL,122100
MN - Big Stone County,Big Stone County,MN,122070
LA - St. Mary Parish,St. Mary Parish,LA,121990
TX - Dallam County,Dallam County,TX,121960
MS - Grenada County,Grenada County,MS,121960
WV - Mason County,Mason County,WV,121880
MS - Tippah County,Tippah County,MS,121850
MN - Watonwan County,Watonwan County,MN,121840
IL - Marshall County,Marshall County,IL,121650
IN - Benton County,Benton County,IN,121540
IA - Hamilton County,Hamilton County,IA,121540
VA - Emporia city,Emporia city,VA,121470
KS - Trego County,Trego County,KS,121440
IL - Moultrie County,Moultrie County,IL,121420
TX - Uvalde County,Uvalde County,TX,121250
KS - Reno County,Reno County,KS,121210
GA - Glascock County,Glascock County,GA,121210
IL - Cumberland County,Cumberland County,IL,121200
KY - Powell County,Powell County,KY,121150
KS - Russell County,Russell County,KS,120870
PA - Warren County,Warren County,PA,120790
MS - Tishomingo County,Tishomingo County,MS,120700
TN - Lauderdale County,Lauderdale County,TN,120620
AL - Lamar County,Lamar County,AL,120580
AR - Hot Spring County,Hot Spring County,AR,120570
GA - Brooks County,Brooks County,GA,120550
TX - Jack County,Jack County,TX,120530
OK - Pawnee County,Pawnee County,OK,120500
OK - Jackson County,Jackson County,OK,120490
TX - Childress County,Childress County,TX,120410
NC - Warren County,Warren County,NC,120400
TX - Frio County,Frio County,TX,120290
GA - Baker County,Baker County,GA,120250
WV - Roane County,Roane County,WV,120200
TX - Red River County,Red River County,TX,120170
IA - Osceola County,Osceola County,IA,120160
AL - Bibb County,Bibb County,AL,120050
ND - Kidder County,Kidder County,ND,120010
GA - Screven County,Screven County,GA,120000
GA - Talbot County,Talbot County,GA,120000
IL - Shelby County,Shelby County,IL,119960
MO - Pike County,Pike County,MO,119910
SD - Hyde County,Hyde County,SD,119850
IA - Sac County,Sac County,IA,119810
OK - Sequoyah County,Sequoyah County,OK,119800
NM - Guadalupe County,Guadalupe County,NM,119800
IA - Winnebago County,Winnebago County,IA,119700
AR - Searcy County,Searcy County,AR,119630
TN - Hardeman County,Hardeman County,TN,119620
MO - Clark County,Clark County,MO,119560
LA - Richland Parish,Richland Parish,LA,119560
WV - Barbour County,Barbour County,WV,119520
SD - Spink County,Spink County,SD,119490
NM - Mora County,Mora County,NM,119350
IL - Brown County,Brown County,IL,119290
ND - LaMoure County,LaMoure County,ND,119230
MT - Liberty County,Liberty County,MT,119220
MO - Oregon County,Oregon County,MO,119210
IN - Parke County,Parke County,IN,119120
GA - Washington County,Washington County,GA,119030
SD - Perkins County,Perkins County,SD,118560
OK - Atoka County,Atoka County,OK,118550
NE - Sherman County,Sherman County,NE,118470
MI - Iosco County,Iosco County,MI,118400
IA - Lee County,Lee County,IA,118320
OH - Morgan County,Morgan County,OH,118300
MO - Wayne County,Wayne County,MO,118270
TX - Kinney County,Kinney County,TX,118250
VA - Tazewell County,Tazewell County,VA,118220
KS - Gove County,Gove County,KS,118140
KS - Marion County,Marion County,KS,118140
TX - Hockley County,Hockley County,TX,118010
AR - Independence County,Independence County,AR,117980
SD - Walworth County,Walworth County,SD,117970
PA - Cambria County,Cambria County,PA,117930
GA - Crisp County,Crisp County,GA,117700
KS - Pratt County,Pratt County,KS,117680
NE - Cheyenne County,Cheyenne County,NE,117550
TX - Marion County,Marion County,TX,117540
MS - Walthall County,Walthall County,MS,117500
MS - Lincoln County,Lincoln County,MS,117380
NE - Fillmore County,Fillmore County,NE,117320
TX - Kleberg County,Kleberg County,TX,117300
AK - Bethel Census Area,Bethel Census Area,AK,117220
AR - Franklin County,Franklin County,AR,117220
TX - Reeves County,Reeves County,TX,117180
WV - Summers County,Summers County,WV,117170
SD - Jackson County,Jackson County,SD,117150
ND - Hettinger County,Hettinger County,ND,117130
MS - Bolivar County,Bolivar County,MS,117040
LA - Avoyelles Parish,Avoyelles Parish,LA,117010
NE - Jefferson County,Jefferson County,NE,116980
GA - Colquitt County,Colquitt County,GA,116970
OK - Choctaw County,Choctaw County,OK,116940
TX - Morris County,Morris County,TX,116940
IL - Ford County,Ford County,IL,116910
MS - Monroe County,Monroe County,MS,116810
MO - Barton County,Barton County,MO,116750
WV - Mercer County,Mercer County,WV,116720
IL - Stephenson County,Stephenson County,IL,116710
IL - Macoupin County,Macoupin County,IL,116620
WV - Wayne County,Wayne County,WV,116610
KY - Muhlenberg County,Muhlenberg County,KY,116480
IA - Crawford County,Crawford County,IA,116470
ND - Sheridan County,Sheridan County,ND,116470
TX - Carson County,Carson County,TX,116450
MS - Winston County,Winston County,MS,116350
NE - Morrill County,Morrill County,NE,116280
WV - Calhoun County,Calhoun County,WV,116270
VA - Galax city,Galax city,VA,116240
AL - Fayette County,Fayette County,AL,116210
MI - Lake County,Lake County,MI,116150
OH - Harrison County,Harrison County,OH,116130
LA - LaSalle Parish,LaSalle Parish,LA,116120
TX - Cass County,Cass County,TX,115980
TN - Benton County,Benton County,TN,115970
IL - Coles County,Coles County,IL,115920
OH - Jefferson County,Jefferson County,OH,115850
KY - Bracken County,Bracken County,KY,115850
MO - Washington County,Washington County,MO,115720
KY - Wayne County,Wayne County,KY,115670
GA - Charlton County,Charlton County,GA,115640
NE - Nemaha County,Nemaha County,NE,115590
KS - Marshall County,Marshall County,KS,115520
MO - Holt County,Holt County,MO,115460
GA - Dodge County,Dodge County,GA,115400
ND - Wells County,Wells County,ND,115260
MS - Carroll County,Carroll County,MS,115210
MS - Clay County,Clay County,MS,115210
ND - Griggs County,Griggs County,ND,115140
AR - Cleveland County,Cleveland County,AR,115140
MS - Lawrence County,Lawrence County,MS,114980
SD - Harding County,Harding County,SD,114920
MO - Reynolds County,Reynolds County,MO,114880
KY - Hart County,Hart County,KY,114850
IL - Clark County,Clark County,IL,114800
IL - Jefferson County,Jefferson County,IL,114800
KS - Sumner County,Sumner County,KS,114730
OH - Meigs County,Meigs County,OH,114640
IA - Hancock County,Hancock County,IA,114630
VA - Henry County,Henry County,VA,114610
GA - Candler County,Candler County,GA,114550
NY - Chautauqua County,Chautauqua County,NY,114520
KS - Doniphan County,Doniphan County,KS,114500
GA - Seminole County,Seminole County,GA,114430
IA - Greene County,Greene County,IA,114290
IA - Monona County,Monona County,IA,114290
ND - Towner County,Towner County,ND,114260
OK - McCurtain County,McCurtain County,OK,114190
PA - Venango County,Venango County,PA,114160
IL - Schuyler County,Schuyler County,IL,114120
NE - Dixon County,Dixon County,NE,114110
TX - Sherman County,Sherman County,TX,114060
ND - Eddy County,Eddy County,ND,113930
NE - Knox County,Knox County,NE,113860
MS - Itawamba County,Itawamba County,MS,113830
NC - Richmond County,Richmond County,NC,113740
AR - Randolph County,Randolph County,AR,113730
TX - Scurry County,Scurry County,TX,113590
NY - St. Lawrence County,St. Lawrence County,NY,113490
KS - Barton County,Barton County,KS,113470
TX - Terrell County,Terrell County,TX,113470
OK - Le Flore County,Le Flore County,OK,113470
VA - Russell County,Russell County,VA,113450
AR - Mississippi County,Mississippi County,AR,113380
AL - Coosa County,Coosa County,AL,113260
GA - Tattnall County,Tattnall County,GA,113220
OK - Okmulgee County,Okmulgee County,OK,113220
KY - Crittenden County,Crittenden County,KY,113220
IL - Carroll County,Carroll County,IL,113110
GA - Montgomery County,Montgomery County,GA,113100
NC - Lenoir County,Lenoir County,NC,113000
ND - Adams County,Adams County,ND,112930
MS - Pike County,Pike County,MS,112910
TX - Lynn County,Lynn County,TX,112870
ND - Pembina County,Pembina County,ND,112820
OK - Haskell County,Haskell County,OK,112820
IN - Miami County,Miami County,IN,112790
IL - Jasper County,Jasper County,IL,112770
NC - Duplin County,Duplin County,NC,112750
OH - Crawford County,Crawford County,OH,112700
MS - Prentiss County,Prentiss County,MS,112690
OH - Vinton County,Vinton County,OH,112580
OK - Nowata County,Nowata County,OK,112480
IA - Keokuk County,Keokuk County,IA,112450
MO - Audrain County,Audrain County,MO,112420
KS - Crawford County,Crawford County,KS,112340
MI - Clare County,Clare County,MI,112250
WV - Wetzel County,Wetzel County,WV,112230
IA - Van Buren County,Van Buren County,IA,112220
KY - Livingston County,Livingston County,KY,112170
KS - Ellsworth County,Ellsworth County,KS,112110
MN - Faribault County,Faribault County,MN,112090
KS - Greeley County,Greeley County,KS,111880
IA - Hardin County,Hardin County,IA,111870
SC - Orangeburg County,Orangeburg County,SC,111850
VA - Norton city,Norton city,VA,111820
NC - Edgecombe County,Edgecombe County,NC,111810
KY - Fleming County,Fleming County,KY,111580
TX - Bailey County,Bailey County,TX,111550
TX - Bee County,Bee County,TX,111550
NC - Martin County,Martin County,NC,111520
OK - Kay County,Kay County,OK,111450
KS - Rawlins County,Rawlins County,KS,111420
KY - Knox County,Knox County,KY,111350
GA - Elbert County,Elbert County,GA,111290
AR - Sevier County,Sevier County,AR,111020
KY - Robertson County,Robertson County,KY,110880
OK - Dewey County,Dewey County,OK,110870
IA - Page County,Page County,IA,110720
IN - Jay County,Jay County,IN,110710
TX - Trinity County,Trinity County,TX,110710
MO - Ripley County,Ripley County,MO,110660
KY - Ohio County,Ohio County,KY,110650
NY - Cattaraugus County,Cattaraugus County,NY,110620
NC - Halifax County,Halifax County,NC,110530
NC - Scotland County,Scotland County,NC,110530
AL - Butler County,Butler County,AL,110430
OK - Beaver County,Beaver County,OK,110410
MO - Lewis County,Lewis County,MO,110310
NC - Hertford County,Hertford County,NC,110280
SD - Faulk County,Faulk County,SD,110240
GA - Worth County,Worth County,GA,110220
WV - Hancock County,Hancock County,WV,110220
VA - Wise County,Wise County,VA,110200
IN - Cass County,Cass County,IN,110140
